2023-01-12,4:00:00.0,.746263,.760716,.988158,.659008,833,1
2023-01-12,4:00:00.1,.740406,.703173,.881128,.605955,479,0
2023-01-12,4:00:00.2,.767058,.834052,.944843,.618389,54,1
2023-01-12,4:00:00.3,.755466,.870106,.874931,.656914,827,1
2023-01-12,4:00:00.4,.767424,.759114,.939104,.650841,291,1
2023-01-12,4:00:00.5,.697922,.795479,.875902,.664863,630,0
2023-01-12,4:00:00.6,.737682,.752779,.728368,.610992,467,0
2023-01-12,4:00:00.7,.722099,.818135,.793108,.682175,30,0
2023-01-12,4:00:00.8,.740012,.863128,.782975,.610527,426,0
2023-01-12,4:00:00.9,.698190,.728950,.846524,.682498,585,0
2023-01-12,4:00:01.0,.752076,.693005,.909006,.616453,810,1
2023-01-12,4:00:01.1,.758693,.774352,.703527,.626296,288,1
2023-01-12,4:00:01.2,.737386,.843426,.806630,.634977,59,0
2023-01-12,4:00:01.3,.735430,.809708,.771167,.628718,940,0
2023-01-12,4:00:01.4,.749171,.727409,.706849,.627479,218,0
2023-01-12,4:00:01.5,.759069,.750870,.895339,.618412,97,0
2023-01-12,4:00:01.6,.719590,.811786,.925704,.643276,319,1
2023-01-12,4:00:01.7,.703216,.867297,.849777,.625521,249,1
2023-01-12,4:00:01.8,.746541,.801013,.717337,.648970,549,1
2023-01-12,4:00:01.9,.700117,.720441,.717067,.647990,951,1
2023-01-12,4:00:02.0,.773238,.736432,.760923,.622742,754,1
2023-01-12,4:00:02.1,.689276,.875685,.900836,.683963,61,0
2023-01-12,4:00:02.2,.723785,.721500,.783658,.611436,288,0
2023-01-12,4:00:02.3,.772970,.713473,.981346,.637960,867,1
2023-01-12,4:00:02.4,.718139,.780165,.926582,.607809,422,1
2023-01-12,4:00:02.5,.713818,.699248,.897300,.661393,494,0
2023-01-12,4:00:02.6,.716596,.805530,.739786,.622777,512,0
2023-01-12,4:00:02.7,.775044,.814622,.847967,.613523,932,0
2023-01-12,4:00:02.8,.746782,.776719,.959211,.674018,450,1
2023-01-12,4:00:02.9,.744591,.765536,.801599,.622088,303,0
2023-01-12,4:00:03.0,.672334,.710722,.817419,.577048,734,1
2023-01-12,4:00:03.1,.728694,.686909,.864386,.632931,432,1
2023-01-12,4:00:03.2,.741604,.708048,.847194,.590363,582,0
2023-01-12,4:00:03.3,.666486,.779877,.821104,.615695,166,1
2023-01-12,4:00:03.4,.757590,.692225,.844348,.569688,652,0
2023-01-12,4:00:03.5,.726951,.793920,.747820,.569107,495,0
2023-01-12,4:00:03.6,.736143,.673911,.932160,.604303,24,1
2023-01-12,4:00:03.7,.727565,.729152,.666057,.636713,290,0
2023-01-12,4:00:03.8,.677528,.839635,.904199,.642619,560,1
2023-01-12,4:00:03.9,.733138,.798959,.686619,.602925,834,1
2023-01-12,4:00:04.0,.783659,.906677,.892092,.687125,581,1
2023-01-12,4:00:04.1,.785326,.931334,.970942,.708686,915,1
2023-01-12,4:00:04.2,.777248,.851491,.920003,.671332,748,1
2023-01-12,4:00:04.3,.840391,.898519,1.008741,.704808,708,1
2023-01-12,4:00:04.4,.773854,.849052,.780138,.686387,158,1
2023-01-12,4:00:04.5,.762211,.788050,.818079,.711865,171,0
2023-01-12,4:00:04.6,.776673,.765269,.976670,.719468,830,0
2023-01-12,4:00:04.7,.791614,.908317,1.042268,.715120,852,0
2023-01-12,4:00:04.8,.757996,.944830,1.031517,.718439,617,0
2023-01-12,4:00:04.9,.815342,.938798,.774441,.672317,311,0
2023-01-12,4:00:06.0,.663008,.757854,.829080,.503221,211,1
2023-01-12,4:00:06.1,.625394,.792654,.705427,.562742,440,1
2023-01-12,4:00:06.2,.603323,.734147,.878202,.547429,956,1
2023-01-12,4:00:06.3,.674821,.792376,.797483,.590600,477,0
2023-01-12,4:00:06.4,.683029,.775729,.776331,.581787,648,0
2023-01-12,4:00:06.5,.611263,.712409,.834111,.528414,621,0
2023-01-12,4:00:06.6,.658170,.698972,.778437,.570425,41,1
